Student ID,Age,Gender,Graduated high-school type,Scholarship type,Additional work,Regular artistic or sports activity,Total salary if available,Transportation to the university,Accommodation type in Cyprus,Mothers' education,Fathers' education,Number of sisters/brothers,Parental status,Mothers' occupation,Fathers' occupation,Weekly study hours,Reading frequency (non-scientific books/journals),Reading frequency (scientific books/journals),Attendance to the seminars/conferences related to the department,Impact of your projects/activities on your success,Attendance to classes,Preparation to midterm exams 1,Preparation to midterm exams 2,Taking notes in classes,Listening in classes,Discussion improves my interest and success in the course,Flip-classroom,Cumulative grade point average in the last semester (/4.00),Expected Cumulative grade point average in the graduation (/4.00),Course ID,OUTPUT Grade
1030,1,1,2,4,2,2,1,1,1,1,1,2,1,2,3,3,1,2,2,1,1,1,1,3,3,3,2,4,3,9,3.0
1031,1,1,1,4,1,1,3,2,2,3,5,3,1,3,3,4,2,3,1,1,1,2,1,3,3,3,1,3,2,6,3.0
1032,2,2,2,3,2,2,1,3,2,3,3,2,1,3,4,3,2,2,1,1,1,1,1,2,2,3,2,5,4,1,3.0
1033,2,2,2,3,1,2,1,1,1,1,1,4,2,2,4,3,3,3,1,1,1,1,2,3,1,2,3,3,3,1,3.0
1034,2,2,2,3,1,2,2,1,2,1,2,4,1,2,3,2,2,3,1,1,1,1,1,3,3,2,2,4,3,1,3.0
1035,1,1,2,4,1,1,1,1,3,2,3,2,1,4,3,4,2,2,2,1,1,2,2,3,3,2,1,3,3,8,3.0
1036,1,1,2,4,1,1,1,1,3,2,3,2,1,4,3,4,2,2,2,1,1,2,2,3,3,2,1,3,3,9,3.0
1037,3,2,2,3,1,2,1,1,2,1,3,4,1,2,3,2,2,3,1,1,1,1,1,3,2,2,3,3,3,1,3.0
1038,1,1,1,4,1,1,3,2,3,4,6,2,1,4,3,4,2,3,1,1,1,2,1,3,3,3,1,2,2,8,3.0
1039,3,2,2,3,1,2,4,1,2,1,1,5,3,2,1,1,2,2,1,1,1,3,3,1,3,3,3,5,4,1,3.0
1040,2,2,2,3,1,2,1,1,2,1,2,3,2,3,4,3,3,3,1,1,1,1,2,3,2,2,2,3,3,3,3.0
1041,1,1,2,4,1,1,1,1,3,2,3,2,1,4,3,4,2,2,2,1,1,2,2,3,3,2,1,3,3,9,3.0
1042,1,1,2,4,1,1,1,1,3,2,3,3,1,4,3,4,2,2,2,1,1,2,2,3,3,2,1,3,3,9,3.0
1043,3,2,2,3,2,2,1,4,2,2,2,4,1,2,1,2,2,2,1,1,1,1,1,3,2,3,3,5,4,1,3.0
1044,2,2,2,4,2,2,1,1,1,1,3,4,1,2,4,1,2,2,1,3,1,1,1,3,3,3,2,4,4,3,3.0
1045,2,2,2,3,2,2,1,1,2,1,4,3,1,2,4,2,2,2,1,1,1,1,1,2,1,3,2,2,2,1,3.0
1046,1,1,2,3,1,1,1,2,1,1,2,3,1,2,4,4,2,3,2,1,1,2,2,3,2,3,2,3,3,6,3.0
1047,2,2,2,3,2,2,1,3,2,3,3,2,1,3,4,3,2,2,1,1,1,1,1,2,2,3,2,5,4,1,3.0
1048,1,1,2,4,2,2,1,1,1,2,2,1,1,3,3,3,1,2,2,1,1,1,1,3,2,3,2,5,3,6,3.0
1049,3,2,2,3,2,2,3,1,1,1,3,5,2,2,1,3,2,2,1,1,1,1,1,3,2,2,2,5,4,1,3.0
1050,2,2,2,3,2,2,1,1,2,1,4,3,1,2,4,2,2,2,1,1,1,1,1,2,1,3,2,1,2,1,3.0
1051,2,2,2,3,2,2,1,1,2,4,3,1,1,5,4,2,2,2,1,1,2,1,1,2,1,3,2,5,3,1,3.0
1052,2,1,2,3,2,2,2,2,2,3,3,2,2,3,2,2,2,2,1,1,1,2,2,2,3,2,2,2,2,5,3.0
1053,2,2,2,3,1,2,1,1,1,1,1,4,2,2,4,3,3,3,1,1,1,1,2,3,1,2,3,3,3,1,3.0
1054,2,2,2,3,2,2,1,1,2,1,4,3,1,2,4,2,2,2,1,1,1,1,1,2,1,3,2,1,2,1,3.0
1055,1,1,2,4,1,1,1,1,1,1,1,2,1,2,4,4,2,3,2,1,1,2,2,3,2,3,2,3,3,9,3.0
1056,2,1,2,4,2,2,2,1,1,1,2,3,1,2,2,3,1,2,2,1,1,1,1,3,3,3,2,5,3,5,3.0
1057,1,1,1,4,2,1,1,1,2,2,3,2,1,2,1,2,2,3,2,1,1,2,1,3,2,3,1,4,3,8,3.0
1058,2,2,2,3,2,2,2,1,2,3,3,3,1,4,3,2,2,2,1,1,2,1,1,2,1,3,2,5,3,1,3.0
1059,1,1,2,4,1,1,1,1,3,2,3,2,1,4,3,4,2,2,2,1,1,2,2,3,3,2,1,3,3,9,3.0
1060,3,2,2,3,2,2,1,4,2,2,2,4,1,2,1,2,2,2,1,1,1,1,1,3,2,3,3,5,4,1,3.0
1061,2,2,2,3,2,2,3,4,2,1,4,2,1,4,2,2,1,1,1,1,1,1,2,3,1,3,1,5,3,1,3.0
1062,2,2,2,4,2,2,2,1,1,1,2,4,2,2,3,1,2,2,1,2,1,2,2,2,3,3,2,4,4,3,3.0
1063,2,2,2,3,2,2,1,1,2,1,4,3,1,2,4,2,2,2,1,1,1,1,1,2,1,3,2,2,2,1,3.0
1064,2,2,2,3,1,2,2,2,1,1,2,3,2,3,3,3,2,2,1,1,1,1,2,3,1,2,2,4,3,1,3.0
1065,2,2,2,4,2,2,1,1,2,3,3,1,1,4,3,2,2,2,1,2,2,1,1,2,1,3,2,5,3,1,3.0
1066,2,2,2,3,2,2,1,1,2,1,4,3,1,2,4,2,2,2,1,1,1,1,1,2,1,3,2,1,2,1,3.0
1067,1,1,1,5,2,2,3,1,1,3,1,4,1,2,4,3,1,1,1,1,1,2,1,3,2,3,1,5,4,9,3.0
1068,2,2,2,3,1,2,1,1,1,1,1,4,2,2,4,3,3,3,1,1,1,1,2,3,1,2,3,3,3,2,3.0
1069,2,2,2,4,2,2,1,3,2,2,2,2,1,2,4,3,2,2,1,1,1,1,1,2,3,3,2,5,4,4,3.0
1070,1,2,2,3,2,2,4,1,1,2,4,4,1,2,4,3,2,2,1,1,1,1,1,2,2,2,1,4,3,2,3.0
1071,2,2,2,4,1,2,2,1,1,2,1,4,2,2,4,3,2,2,1,1,1,1,2,3,1,2,2,4,3,4,3.0
1072,2,2,3,5,2,2,1,2,1,2,2,2,1,2,2,1,2,2,1,3,1,2,1,3,2,3,1,4,3,1,3.0
1073,2,2,2,3,2,2,1,2,2,3,3,2,1,4,3,2,2,2,1,1,2,1,1,2,1,3,2,5,3,1,3.0
1074,3,2,2,3,2,2,3,1,1,1,3,4,2,2,1,3,2,2,1,1,1,1,1,3,2,2,2,5,4,3,3.0
1075,2,2,2,3,2,2,2,1,2,2,5,3,1,3,4,3,2,2,1,1,1,1,1,2,2,3,2,1,2,4,3.0
1076,3,2,2,3,1,2,1,1,2,1,2,4,1,2,3,2,2,3,1,1,1,1,1,3,3,2,3,4,3,1,3.0
1077,1,2,1,3,2,2,2,2,2,3,4,3,1,3,4,4,2,2,1,2,1,1,1,3,2,2,2,2,3,4,3.0
1078,2,2,2,3,2,2,2,1,2,2,5,3,1,3,4,3,2,2,1,1,1,1,1,2,2,3,2,1,2,4,3.0
1079,2,1,2,3,2,2,1,2,2,3,3,2,1,3,2,2,2,2,1,1,1,1,1,2,3,2,2,2,2,6,3.0
1080,2,2,2,3,2,2,3,3,2,2,4,2,1,3,3,3,1,1,1,1,1,1,2,3,1,3,2,4,3,1,3.0
1081,2,2,2,3,1,2,1,1,2,2,3,3,1,2,3,2,2,2,1,1,1,1,1,3,3,2,3,4,3,6,3.0
1082,2,1,2,4,1,2,1,2,1,1,1,3,1,2,2,1,1,1,1,2,1,1,1,2,3,2,2,4,2,5,4.0
1083,2,2,2,3,1,1,2,1,1,4,2,3,1,3,3,2,3,2,1,1,1,1,1,3,2,3,1,5,4,2,4.0
1084,2,2,1,3,2,1,3,1,2,5,4,2,1,4,3,2,3,2,1,1,1,3,2,2,1,2,2,3,2,6,4.0
1085,2,1,3,3,1,1,1,1,1,1,2,4,1,2,1,1,2,2,1,1,2,1,1,2,3,3,1,3,3,2,4.0
1086,1,2,2,2,1,2,1,1,2,1,2,4,1,2,3,4,2,2,1,1,1,1,1,3,3,3,2,2,2,5,4.0
1087,1,2,2,1,1,2,1,1,2,2,2,4,1,2,3,4,2,1,1,1,1,1,1,3,3,3,2,3,2,5,4.0
1088,1,2,2,4,2,2,2,1,1,1,1,4,1,2,2,1,1,1,1,2,1,1,1,3,2,2,3,4,3,5,4.0
1089,1,2,2,1,1,2,1,1,2,1,2,4,1,2,3,5,2,1,1,1,1,1,1,3,3,3,2,2,2,6,4.0
1090,2,2,1,2,2,1,2,1,1,5,4,3,1,4,3,2,3,2,1,1,1,3,2,2,1,2,3,2,2,4,4.0
1091,2,2,1,3,2,1,2,1,1,3,4,3,1,3,3,2,3,2,1,1,1,2,2,2,2,2,3,2,2,4,4.0
1092,2,1,2,3,1,1,1,1,1,3,3,4,1,3,4,2,3,3,1,1,2,2,1,3,2,2,2,2,2,4,4.0
1093,1,2,2,3,2,2,1,1,1,2,3,3,1,2,1,2,2,2,1,1,2,1,1,3,1,3,3,3,2,1,4.0
1094,1,2,2,4,2,2,1,1,1,2,2,4,1,2,1,2,2,2,1,1,2,1,1,3,1,3,3,3,2,2,4.0
1095,2,2,2,4,1,1,1,1,1,3,2,4,1,3,2,2,2,2,1,1,1,1,1,3,2,3,2,5,4,2,4.0
1096,2,2,2,3,1,1,1,1,1,4,2,3,1,3,3,2,3,2,1,1,1,1,1,3,2,3,1,5,4,1,4.0
1097,1,2,2,3,1,2,1,1,2,2,2,3,1,2,3,5,2,2,1,1,1,1,1,3,3,3,2,3,2,7,4.0
1098,2,1,2,4,1,1,4,2,2,4,3,2,1,3,3,2,2,1,1,1,1,2,1,2,1,2,1,5,3,7,4.0
1099,1,1,1,4,2,1,1,2,2,4,3,1,1,3,2,4,1,3,2,1,1,1,2,3,2,3,1,4,3,8,4.0
1100,2,2,2,3,1,1,1,1,1,4,2,3,1,3,3,2,3,2,1,1,1,1,1,3,2,3,1,5,4,1,4.0
1101,2,1,2,4,1,1,5,2,3,4,4,1,1,3,3,2,2,1,1,1,1,2,1,2,1,2,1,5,3,9,4.0
1102,1,2,2,2,1,2,3,1,2,2,3,3,1,2,3,4,2,1,1,1,1,1,1,3,2,3,2,3,2,7,4.0
1103,1,2,2,5,2,2,3,1,2,2,2,4,1,2,2,1,1,1,1,1,1,1,1,3,2,3,2,4,3,6,4.0
1104,2,2,1,2,2,1,2,1,1,5,4,3,1,4,3,2,3,2,1,1,1,3,2,2,1,2,3,2,2,4,4.0
1105,1,2,2,1,1,2,1,1,2,1,2,4,1,2,3,5,2,1,1,1,1,1,1,3,3,3,2,2,2,6,4.0
1106,2,1,2,4,1,1,3,2,2,3,4,2,1,3,2,2,2,1,1,1,1,2,1,2,1,2,2,4,3,5,4.0
1107,1,1,1,5,2,1,1,2,2,4,3,1,1,3,2,4,1,3,2,1,1,1,2,3,2,3,1,5,3,8,4.0
1108,2,2,2,3,1,1,2,1,1,4,2,3,1,3,3,2,3,2,1,1,1,1,1,3,2,3,1,5,4,3,4.0
1109,2,1,3,3,1,1,2,1,2,2,3,4,1,2,2,1,2,2,1,1,2,1,1,2,2,3,1,4,3,3,4.0
1110,2,1,2,4,1,1,1,1,1,2,3,4,1,2,4,2,3,3,1,1,2,1,1,3,3,2,2,3,3,3,4.0
1111,2,1,2,4,1,1,4,2,3,4,4,1,1,3,3,2,2,1,1,1,1,2,1,2,1,2,1,5,3,8,4.0
1112,1,2,2,5,2,2,2,1,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,3,2,3,3,4,3,6,4.0
1113,2,1,3,3,1,1,1,1,1,1,2,4,1,2,1,1,2,2,1,1,2,1,1,2,2,3,2,3,3,1,4.0
1114,2,1,3,3,1,1,1,1,1,1,2,5,1,2,1,1,2,2,1,1,2,1,1,2,3,3,1,3,3,2,4.0
1115,2,2,2,3,1,1,1,1,1,4,2,3,1,3,3,2,3,2,1,1,1,1,1,3,2,3,1,5,4,2,4.0
1116,2,1,2,4,1,1,5,2,3,4,4,1,1,3,3,2,2,1,1,1,1,2,1,2,1,2,1,5,3,9,4.0
1117,1,2,2,5,2,2,2,1,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,3,2,3,3,4,3,5,4.0
1118,2,1,2,4,1,1,4,2,2,3,3,2,1,3,2,2,2,1,1,1,1,2,1,2,2,2,1,4,3,6,4.0
1119,1,2,2,3,1,2,1,1,2,2,2,3,1,2,3,5,2,2,1,1,1,1,1,3,3,3,2,3,2,7,4.0
1120,1,2,2,4,2,2,2,1,1,1,1,5,1,2,1,1,1,1,1,1,1,1,1,3,2,3,2,4,3,4,4.0
1121,1,1,1,5,2,1,1,2,2,4,3,1,1,3,2,4,1,3,2,1,1,1,2,3,2,3,1,5,3,9,4.0
1122,1,2,2,1,1,2,1,1,2,1,2,4,1,2,3,5,2,1,1,1,1,1,1,3,3,3,2,2,2,6,4.0
1123,2,1,2,4,1,1,1,1,1,2,3,4,1,2,4,2,3,3,1,1,2,1,1,3,3,2,2,3,3,3,4.0
1124,1,2,2,4,2,2,2,1,1,1,1,4,1,2,2,1,1,1,1,2,1,1,1,3,2,2,3,4,3,5,4.0
1125,1,2,2,2,1,2,1,1,2,1,2,4,1,2,3,4,2,2,1,1,1,1,1,3,3,3,2,2,2,5,4.0
1126,1,1,1,4,2,1,1,2,2,4,3,2,1,3,2,3,2,3,2,1,1,1,2,3,2,3,1,5,3,5,4.0
1127,2,1,2,4,1,1,1,1,1,1,3,4,1,2,4,2,3,3,1,1,2,1,1,3,3,2,2,2,2,4,4.0
1128,2,2,1,2,2,1,2,1,1,5,4,3,1,4,3,2,3,2,1,1,1,3,2,2,1,2,3,3,2,3,4.0
1129,2,1,2,3,1,2,1,2,1,1,1,2,1,2,3,1,1,1,1,3,1,1,1,2,3,1,2,4,2,5,4.0
1130,2,1,2,4,1,1,1,1,1,2,3,4,1,2,4,2,3,3,1,1,2,1,1,3,3,2,2,3,3,3,4.0
1131,2,1,2,4,1,1,4,2,3,4,4,1,1,3,3,2,2,1,1,1,1,2,1,2,1,2,1,5,3,8,4.0
1132,1,1,1,4,2,1,1,2,2,4,3,2,1,3,2,3,2,3,2,1,1,2,2,3,2,3,2,4,3,7,4.0
1133,2,1,2,3,1,1,4,2,3,3,3,2,1,3,3,3,2,1,1,1,1,2,1,2,2,2,1,4,3,8,4.0
1134,2,1,3,3,1,1,2,1,2,2,3,4,1,2,2,1,2,2,1,1,2,1,1,2,2,3,1,4,3,3,4.0
1135,2,1,2,4,1,2,1,2,1,1,1,3,1,2,2,1,1,1,1,2,1,1,1,2,3,2,2,4,2,5,4.0
1136,1,1,1,5,2,1,1,2,2,3,3,2,1,3,3,3,2,3,2,1,1,1,2,3,2,3,1,4,3,7,4.0
1137,2,1,2,4,1,1,3,2,2,3,3,3,1,3,2,2,2,1,1,1,1,2,1,2,2,2,1,4,3,5,4.0
1138,1,2,2,2,1,2,1,1,2,1,2,4,1,2,3,4,2,2,1,1,1,1,1,3,3,3,2,2,2,5,4.0
1139,2,1,2,4,1,2,1,2,1,1,1,3,1,2,2,1,1,1,1,2,1,1,1,2,3,2,2,4,2,5,4.0
1140,2,2,2,3,1,1,1,1,1,3,2,3,1,3,2,2,3,2,1,1,1,1,1,3,2,3,2,4,3,1,4.0
1141,2,2,2,3,1,1,1,1,1,4,2,3,1,3,3,2,3,2,1,1,1,1,1,3,2,3,1,5,4,1,4.0
1142,1,2,2,1,1,2,1,1,2,3,3,4,1,3,3,4,2,1,1,1,1,2,1,3,2,3,2,2,2,5,4.0
1143,1,2,2,3,2,2,1,1,1,2,3,3,1,2,1,2,2,2,1,1,2,1,1,3,1,3,3,3,2,1,4.0
1144,2,1,2,3,1,2,1,2,1,2,1,2,1,2,3,1,2,1,1,2,1,1,1,2,3,2,2,4,3,3,4.0
1145,1,2,2,4,2,2,2,1,1,2,1,4,1,2,2,1,2,1,1,1,1,1,1,3,2,3,2,4,3,4,4.0
1146,2,2,2,4,1,1,1,1,1,4,2,2,1,3,3,3,2,2,1,1,1,1,1,3,2,3,1,5,4,4,4.0
1147,2,2,1,3,2,1,2,1,1,5,4,2,1,4,3,3,2,2,1,1,1,2,2,2,1,2,2,3,2,6,4.0
1148,2,2,1,2,2,1,2,1,1,4,4,3,1,4,3,2,3,2,1,1,1,3,2,2,1,2,3,2,2,4,4.0
1149,2,1,3,3,1,1,1,1,1,1,2,5,1,2,1,1,2,2,1,1,2,1,1,2,3,3,1,3,3,1,4.0
1150,1,1,1,4,2,1,1,2,2,4,3,2,1,3,2,3,2,3,2,1,1,1,2,3,2,3,1,5,3,5,4.0
1151,2,2,2,3,1,1,3,1,2,4,3,2,1,3,3,2,3,2,1,1,1,1,1,3,2,3,1,5,4,4,4.0
1152,2,1,2,3,1,1,1,1,1,1,3,4,1,2,4,3,3,3,1,1,2,1,1,3,3,2,2,2,2,4,4.0
1153,2,1,2,4,1,1,5,2,3,4,4,1,1,3,3,2,2,1,1,1,1,2,1,2,1,2,1,5,3,9,4.0
1154,2,1,2,4,1,1,5,2,3,4,4,1,1,3,3,2,2,1,1,1,1,2,1,2,1,2,1,5,3,9,4.0
1155,1,2,2,3,2,2,1,1,1,2,2,3,1,2,2,2,2,2,1,2,2,1,1,3,2,2,3,3,2,3,4.0
1156,2,1,2,4,1,1,2,1,2,2,3,3,1,2,4,2,3,2,1,1,2,1,1,3,2,2,2,3,2,5,4.0
1157,1,2,2,3,2,2,1,1,1,2,3,3,1,2,1,2,2,2,1,1,2,1,1,3,1,3,3,3,2,1,4.0
1158,2,2,2,3,1,1,1,1,1,4,3,3,1,3,3,2,3,2,1,1,1,2,1,3,2,3,2,4,3,2,4.0
1159,1,2,2,5,2,2,2,1,1,1,1,5,1,2,1,1,1,1,1,1,1,1,1,3,2,3,3,4,3,5,4.0
1160,2,1,2,3,1,2,1,2,1,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,2,2,2,4,2,4,4.0
1161,2,1,2,3,1,1,4,2,2,4,4,2,1,3,3,2,2,1,1,1,1,2,1,2,1,2,2,4,3,7,4.0
1162,1,2,2,2,1,2,1,1,2,1,2,4,1,2,3,4,2,2,1,1,1,1,1,3,3,3,2,2,2,5,4.0
1163,2,2,2,3,1,1,1,1,1,4,2,3,1,3,3,2,3,2,1,1,1,1,1,3,2,3,1,5,4,1,4.0
1164,2,2,2,3,1,1,1,1,1,4,2,3,1,3,3,2,3,2,1,1,1,1,1,3,2,3,1,5,4,1,4.0
1165,1,2,2,4,2,2,2,1,1,2,1,4,1,2,2,1,2,1,1,1,1,1,1,3,2,3,2,4,3,4,4.0
1166,2,2,2,3,1,1,1,1,1,3,2,3,1,3,3,3,3,2,1,1,1,1,1,3,2,3,1,4,4,2,4.0
1167,1,2,2,2,1,2,1,1,2,2,2,4,1,2,3,4,2,1,1,1,1,1,1,3,3,3,2,3,3,5,4.0
1168,2,1,3,3,1,1,1,1,1,2,2,4,1,2,2,1,2,2,1,1,2,1,1,2,3,3,1,4,3,1,4.0
1169,1,2,2,2,1,2,1,1,2,1,2,4,1,2,3,4,2,2,1,1,1,1,1,3,3,3,2,2,2,5,4.0
1170,2,1,2,4,1,2,1,2,1,1,1,3,1,2,2,1,1,1,1,2,1,1,1,2,3,2,2,4,2,5,4.0
1171,1,2,2,3,2,2,1,1,1,2,3,3,1,2,1,2,2,2,1,1,2,1,1,3,1,3,3,3,2,1,4.0
1172,1,2,2,3,2,2,1,1,1,2,3,3,1,2,1,2,2,2,1,1,2,1,1,3,1,3,3,3,2,2,4.0
1173,2,2,2,3,1,1,1,1,1,4,2,3,1,3,3,2,3,2,1,1,1,1,1,3,2,3,1,5,4,1,4.0
1174,2,1,3,3,1,1,1,1,1,2,2,5,1,2,1,1,2,2,1,1,2,1,1,2,3,3,1,3,3,1,4.0
1175,1,2,2,4,2,2,2,1,1,1,1,5,1,2,1,1,1,1,1,1,1,1,1,3,2,3,2,4,3,4,4.0
1176,2,1,2,4,1,1,4,2,2,4,3,2,1,3,3,2,2,1,1,1,1,2,1,2,1,2,1,5,3,6,4.0
1177,2,2,1,3,2,1,3,1,2,5,4,2,1,4,3,2,3,2,1,1,1,3,2,2,1,2,2,3,2,5,4.0
1178,2,1,3,3,1,1,1,1,1,2,2,4,1,2,2,1,2,2,1,1,2,1,1,2,3,3,1,4,3,1,4.0
1179,1,1,1,5,2,1,1,2,2,3,3,2,1,3,3,3,2,3,2,1,1,1,2,3,2,3,1,4,3,7,4.0
1180,2,1,2,4,1,1,1,1,1,1,3,4,1,2,4,2,3,3,1,1,2,1,1,3,3,2,2,2,2,4,4.0
1181,2,1,2,4,1,1,1,1,1,1,3,4,1,2,4,2,3,3,1,1,2,1,1,3,3,2,2,2,2,5,4.0
1182,2,2,2,3,1,1,1,1,1,3,2,3,1,3,3,2,3,2,1,1,1,1,1,3,2,3,1,4,3,2,4.0
1183,1,2,2,3,2,2,1,1,1,3,3,3,1,2,2,2,2,2,1,1,2,1,1,3,1,3,2,4,3,1,4.0
1184,1,1,1,5,2,1,1,2,2,3,3,2,1,3,3,3,2,3,2,1,1,1,2,3,2,3,1,4,3,8,4.0
1185,2,1,3,3,1,1,3,1,2,2,3,3,1,2,2,1,2,2,1,1,2,1,1,2,2,3,1,4,3,4,4.0
1186,2,1,2,3,1,1,1,1,1,1,3,4,1,2,4,3,3,2,1,1,2,1,1,3,3,2,2,2,2,5,4.0
1187,1,2,2,3,2,2,1,1,1,3,3,3,1,2,2,2,2,2,1,1,2,1,1,3,1,3,2,4,3,1,4.0
1188,2,2,1,2,2,1,2,1,1,5,4,3,1,4,3,2,3,2,1,1,1,3,2,2,1,2,3,2,2,4,4.0
1189,1,2,2,1,1,2,1,1,2,1,2,4,1,2,3,5,2,1,1,1,1,1,1,3,3,3,2,2,2,6,4.0
1190,1,2,2,2,1,2,1,1,2,1,2,4,1,2,3,4,2,2,1,1,1,1,1,3,3,3,2,2,2,5,4.0
1191,1,2,2,3,2,2,1,1,1,2,3,3,1,2,1,2,2,2,1,1,2,1,1,3,1,3,3,3,2,1,4.0
1192,1,2,2,3,2,2,1,1,1,2,3,3,1,2,1,2,2,2,1,1,2,1,1,3,1,3,3,3,2,1,4.0
1193,1,2,2,3,2,2,3,1,2,3,3,2,1,2,2,2,2,2,1,1,2,1,1,3,1,3,2,4,2,4,4.0
1194,1,1,1,5,2,1,1,2,2,4,3,1,1,3,2,4,1,3,2,1,1,1,2,3,2,3,1,5,3,9,4.0
1195,1,2,2,3,2,2,1,1,1,2,3,3,1,2,1,2,2,2,1,1,2,1,1,3,1,3,3,3,2,1,4.0
1196,1,2,2,5,2,2,2,1,1,1,1,5,1,2,1,1,1,1,1,1,1,1,1,3,2,3,3,4,3,5,4.0
1197,1,2,2,4,2,2,2,1,1,1,1,5,1,2,1,1,1,1,1,1,1,1,1,3,2,3,2,4,3,3,4.0
1198,2,1,2,4,1,1,3,2,2,3,3,3,1,3,2,2,2,1,1,1,1,2,1,2,2,2,1,4,3,5,4.0
1199,1,1,1,5,2,1,1,2,2,3,3,2,1,3,3,3,2,3,2,1,1,1,2,3,2,3,1,4,3,7,4.0
1200,2,1,2,4,1,1,1,1,1,2,3,4,1,2,4,2,3,3,1,1,2,1,1,3,3,2,2,3,3,3,4.0
1201,2,1,2,4,1,1,1,1,1,1,3,4,1,2,4,2,3,3,1,1,2,1,1,3,3,2,2,2,2,4,4.0
1202,1,1,1,5,2,1,1,2,2,4,3,1,1,3,2,4,1,3,2,1,1,1,2,3,2,3,1,5,3,9,4.0
1203,2,1,2,3,1,2,1,2,1,1,1,2,1,2,3,1,1,1,1,3,1,1,1,2,3,1,2,4,2,4,4.0
1204,2,1,2,4,1,1,4,2,3,4,4,1,1,3,3,2,2,1,1,1,1,2,1,2,1,2,1,5,3,8,4.0
1205,2,1,2,3,1,2,1,2,1,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,2,2,2,4,2,4,4.0
1206,2,2,2,3,1,1,1,1,1,4,2,3,1,3,3,2,3,2,1,1,1,1,1,3,2,3,1,5,4,1,4.0
1207,2,2,2,3,1,1,1,1,1,3,2,3,1,3,2,2,3,2,1,1,1,1,1,3,2,3,2,4,3,1,4.0
1208,2,1,3,4,1,1,1,1,1,1,2,5,1,2,1,1,2,2,1,1,2,1,1,2,3,3,2,3,3,3,4.0
1209,1,2,2,3,2,2,1,1,1,3,3,3,1,2,2,2,2,2,1,1,2,1,1,3,1,3,2,4,3,1,4.0
1210,2,1,2,4,1,1,4,2,3,3,4,2,1,3,3,2,2,1,1,1,1,2,1,2,1,2,1,5,3,8,4.0
1211,1,2,2,4,2,2,2,1,1,2,1,4,1,2,2,1,2,1,1,1,1,1,1,3,2,3,2,4,3,4,4.0
1212,2,1,2,4,1,1,5,2,3,4,4,1,1,3,3,2,2,1,1,1,1,2,1,2,1,2,1,5,3,9,4.0
1213,2,1,2,4,1,1,4,2,2,3,3,3,1,3,2,2,2,1,1,1,1,2,1,2,1,2,2,5,3,7,4.0
1214,2,2,2,3,1,1,1,1,1,4,2,3,1,3,3,2,3,2,1,1,1,1,1,3,2,3,1,5,4,1,4.0
1215,1,1,1,5,2,1,1,2,2,3,3,2,1,3,2,4,1,3,2,1,1,1,2,3,2,3,1,4,3,8,4.0
1216,1,2,2,3,2,2,1,1,1,3,3,3,1,2,2,2,2,2,1,1,2,1,1,3,1,3,2,4,3,1,4.0
1217,2,1,3,4,1,1,1,1,1,1,2,5,1,2,1,1,2,2,1,1,2,1,1,2,3,3,2,3,3,2,4.0
1218,2,1,2,3,1,2,1,2,1,1,1,2,1,2,3,1,1,1,1,3,1,1,1,2,3,1,2,4,2,5,4.0
1219,2,2,1,2,2,1,2,1,1,5,4,3,1,4,3,2,3,2,1,1,1,3,2,2,1,2,3,2,2,4,4.0
1220,1,2,2,1,1,2,1,1,2,1,2,4,1,2,3,5,2,1,1,1,1,1,1,3,3,3,2,2,2,6,4.0
1221,2,1,2,4,1,1,1,1,1,2,3,3,1,2,3,3,2,3,1,1,2,1,1,3,3,2,2,3,2,5,4.0
1222,1,1,1,5,2,1,1,2,2,4,3,1,1,3,2,4,1,3,2,1,1,1,2,3,2,3,1,5,3,9,4.0
1223,2,1,2,4,1,1,3,2,2,3,4,2,1,3,2,2,2,1,1,1,1,2,1,2,1,2,2,4,3,6,4.0
1224,2,2,1,2,2,1,2,1,1,5,3,3,1,4,3,2,3,2,1,1,1,2,2,2,1,2,2,3,3,3,4.0
1225,2,1,2,4,1,2,1,2,1,1,1,3,1,2,2,1,1,1,1,2,1,1,1,2,3,2,2,4,2,5,4.0
1226,2,1,2,4,1,1,4,2,2,3,3,2,1,3,2,2,2,1,1,1,1,2,1,2,1,2,2,5,3,8,4.0
1227,2,1,2,4,1,1,1,1,1,2,3,4,1,2,4,2,3,3,1,1,2,1,1,3,3,2,2,3,2,3,4.0
1228,2,2,1,2,2,1,2,1,1,5,4,3,1,4,3,2,3,2,1,1,1,3,2,2,1,2,3,2,2,4,4.0
1229,2,2,1,3,2,1,3,1,2,5,4,2,1,4,3,2,3,2,1,1,1,3,2,2,1,2,2,3,2,6,4.0
1230,1,2,2,3,2,2,2,1,2,3,3,2,1,2,2,2,2,2,1,1,2,1,1,3,1,3,2,4,2,3,4.0
1231,2,1,3,3,1,1,1,1,1,1,2,5,1,2,1,1,2,2,1,1,2,1,1,2,3,3,1,3,3,1,4.0
1232,1,2,2,1,1,2,1,1,2,1,2,4,1,2,3,5,2,1,1,1,1,1,1,3,3,3,2,2,2,6,4.0
1233,1,2,2,3,2,2,1,1,1,2,3,4,1,2,1,2,2,2,1,1,2,1,1,3,2,3,2,3,2,1,4.0
